feature,outlierCount,outlierCount%,level,statMeanDiff,statMedianDiff,statVarDiff,mi
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microcella,0,0.0,6,-0.0005481503,0.0,-5.1981086e-05,8.543196980004275e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Perlucidibacaceae|g__Perlucidibaca,0,0.0,6,-0.00018751445,0.0,-6.0829693e-06,0.013014758294542128
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Georhizobium,0,0.0,6,-0.00018583816,0.0,-5.9746967e-06,0.01755569650310207
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Shinella,0,0.0,6,-7.364162e-05,0.0,-9.38194e-07,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus_fascians,0,0.0,7,-0.004067283,0.0,-0.0026091656,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus_sp_EPR_157,0,0.0,7,-0.0025549133,0.0,-0.0011056245,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus_sp_05_2254_2,0,0.0,7,-0.0017082081,0.0,-0.0005048098,0.0034944501479066137
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus_sp_05_2255_3C,0,0.0,7,-0.0012768208,0.0,-0.00028203696,0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Pseudorhizobium|s__Pseudorhizobium_marinum,0,0.0,7,-0.000937341,0.0,-0.0001519992,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microcella|s__Microcella_flavibacter,0,0.0,7,-0.0005481503,0.0,-5.1981086e-05,0.020766835889026503
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Perlucidibacaceae|g__Perlucidibaca|s__Perlucidibaca_aquatica,0,0.0,7,-0.00018751445,0.0,-6.0829693e-06,0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Georhizobium|s__Georhizobium_profundi,0,0.0,7,-0.00018583816,0.0,-5.9746967e-06,0.010761486677121068
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Shinella|s__Shinella_sp_DD12,0,0.0,7,-7.364162e-05,0.0,-9.38194e-07,0.04517866252148339
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_lacus,0,0.0,7,-7.138729e-05,0.0,-8.8163284e-07,0.0083916752330635
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_profundi,0,0.0,7,-3.7283236e-05,0.0,-2.4047696e-07,0.007451187831257977
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus_fascians|t__SGB15814,0,0.0,8,-0.004067283,0.0,-0.0026091656,0.014446278064170759
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus_sp_EPR_157|t__SGB15808,0,0.0,8,-0.0025549133,0.0,-0.0011056245,0.007900630938294517
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus_sp_05_2254_2|t__SGB15817,0,0.0,8,-0.0017082081,0.0,-0.0005048098,0.010080212738219796
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus_sp_05_2255_3C|t__SGB15816,0,0.0,8,-0.0012768208,0.0,-0.00028203696,0.014490033179580974
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Pseudorhizobium|s__Pseudorhizobium_marinum|t__SGB11110,0,0.0,8,-0.000937341,0.0,-0.0001519992,0.00017627437271094948
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microcella|s__Microcella_flavibacter|t__SGB87799,0,0.0,8,-0.0005481503,0.0,-5.1981086e-05,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Perlucidibacaceae|g__Perlucidibaca|s__Perlucidibaca_aquatica|t__SGB33026,0,0.0,8,-0.00018751445,0.0,-6.0829693e-06,0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Georhizobium|s__Georhizobium_profundi|t__SGB32236,0,0.0,8,-0.00018583816,0.0,-5.9746967e-06,0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Shinella|s__Shinella_sp_DD12|t__SGB11203,0,0.0,8,-7.364162e-05,0.0,-9.38194e-07,0.009040405681220998
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_lacus|t__SGB16929,0,0.0,8,-7.138729e-05,0.0,-8.8163284e-07,0.0367614855639391
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_profundi|t__SGB34925,0,0.0,8,-3.7283236e-05,0.0,-2.4047696e-07,0.0340072175568924
k__Archaea|p__Thaumarchaeota,0,0.0,2,-0.000114873255,0.0,7.289427e-07,0.0
k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria,0,0.0,3,-0.000114873255,0.0,7.289427e-07,0.0
k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales,0,0.0,4,-0.000114873255,0.0,7.289427e-07,0.0
k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaeraceae,0,0.0,5,-0.000114873255,0.0,7.289427e-07,0.012832351557694022
k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaeraceae|g__Candidatus_Nitrosocosmicus,0,0.0,6,-0.000114873255,0.0,7.289427e-07,0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae|g__Methyloceanibacter,0,0.0,6,0.0007864754,0.0,9.9786586e-05,0.04396703471074925
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae|g__GGB92432,0,0.0,6,-6.250591e-05,0.0,-7.8360506e-07,0.0
k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaeraceae|g__Candidatus_Nitrosocosmicus|s__Candidatus_Nitrosocosmicus_hydrocola,0,0.0,7,-0.000114873255,0.0,7.289427e-07,0.02640458002963575
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae|g__Methyloceanibacter|s__Methyloceanibacter_marginalis,0,0.0,7,0.0007864754,0.0,9.9786586e-05,0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae|g__GGB92432|s__GGB92432_SGB133077,0,0.0,7,-6.250591e-05,0.0,-7.8360506e-07,0.0
k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaeraceae|g__Candidatus_Nitrosocosmicus|s__Candidatus_Nitrosocosmicus_hydrocola|t__SGB46335,0,0.0,8,-0.000114873255,0.0,7.289427e-07,0.01950788312577556
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae|g__Methyloceanibacter|s__Methyloceanibacter_marginalis|t__SGB10926,0,0.0,8,0.0007864754,0.0,9.9786586e-05,0.012571894886062696
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae|g__GGB92432|s__GGB92432_SGB133077|t__SGB133077,0,0.0,8,-6.250591e-05,0.0,-7.8360506e-07,0.0
k__Archaea|p__Euryarchaeota|c__Methanomicrobia,0,0.0,3,-0.0006906358,0.0,-8.251716e-05,0.0
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales,0,0.0,4,-0.0006906358,0.0,-8.251716e-05,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales,0,0.0,4,-0.0003442801,0.0,-2.2533039e-05,0.0
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae,0,0.0,5,-0.0006906358,0.0,-8.251716e-05,0.04202356387927875
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae,0,0.0,5,-0.0003442801,0.0,-2.2533039e-05,0.0
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosarcina,0,0.0,6,-0.0006906358,0.0,-8.251716e-05,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas,0,0.0,6,-0.0003442801,0.0,-2.2533039e-05,0.0
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosarcina|s__Methanosarcina_mazei,0,0.0,7,-0.0006906358,0.0,-8.251716e-05,0.0041418419717689225
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_humi,0,0.0,7,-0.0003524619,0.0,-2.2544678e-05,0.014006583247685
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosarcina|s__Methanosarcina_mazei|t__SGB597,0,0.0,8,-0.0006906358,0.0,-8.251716e-05,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_humi|t__SGB12494,0,0.0,8,-0.0003524619,0.0,-2.2544678e-05,0.0024103118018432568
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Planifilum,0,0.0,6,-0.000120635836,0.0,-2.5176703e-06,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__GGB38234,0,0.0,6,-9.2658964e-05,0.0,-1.485323e-06,0.0003831126399735929
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Planifilum|s__Planifilum_fimeticola,0,0.0,7,-0.000120635836,0.0,-2.5176703e-06,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__GGB38234|s__GGB38234_SGB82353,0,0.0,7,-9.2658964e-05,0.0,-1.485323e-06,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Planifilum|s__Planifilum_fimeticola|t__SGB25385,0,0.0,8,-0.000120635836,0.0,-2.5176703e-06,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__GGB38234|s__GGB38234_SGB82353|t__SGB82353,0,0.0,8,-9.2658964e-05,0.0,-1.485323e-06,0.05545327527116961
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Caproicibacterium,0,0.0,6,-4.542531e-05,0.0,-2.6870413e-07,0.04274546894763587
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis,0,0.0,7,-1.0404624e-05,0.0,-1.872832e-08,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Caproicibacterium|s__Caproicibacterium_lactatifermentans,0,0.0,7,-4.542531e-05,0.0,-2.6870413e-07,0.0021968592244938634
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis|t__SGB100575,0,0.0,8,-1.0404624e-05,0.0,-1.872832e-08,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Caproicibacterium|s__Caproicibacterium_lactatifermentans|t__SGB14281,0,0.0,8,-4.542531e-05,0.0,-2.6870413e-07,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9734,0,0.0,6,-5.1008603e-05,0.0,-3.6363357e-07,0.0
k__Bacteria|p__Firmicutes|c__CFGB1258|o__OFGB1258|f__FGB1258|g__GGB3052,0,0.0,6,0.00030762216,0.0,9.879733e-06,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lacticaseibacillus,0,0.0,6,-2.6766952e-07,0.0,-1.9383561e-10,0.02644379980381273
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Propioniciclava,0,0.0,6,-3.2254335e-05,0.0,-1.5644315e-07,0.03552733804207864
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9734|s__GGB9734_SGB15304,0,0.0,7,-5.1008603e-05,0.0,-3.6363357e-07,0.02036446048665108
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_testudinoris,0,0.0,7,-4.7577516e-05,0.0,-3.7700397e-07,0.021044093947361953
k__Bacteria|p__Firmicutes|c__CFGB1258|o__OFGB1258|f__FGB1258|g__GGB3052|s__GGB3052_SGB4053,0,0.0,7,0.00030762216,0.0,9.879733e-06,0.04148059761281653
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lacticaseibacillus|s__Lacticaseibacillus_saniviri,0,0.0,7,-2.6766952e-07,0.0,-1.9383561e-10,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Propioniciclava|s__Propioniciclava_flava,0,0.0,7,-3.2254335e-05,0.0,-1.5644315e-07,0.017347307732855866
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9734|s__GGB9734_SGB15304|t__SGB15304,0,0.0,8,-5.1008603e-05,0.0,-3.6363357e-07,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_testudinoris|t__SGB17089,0,0.0,8,-4.7577516e-05,0.0,-3.7700397e-07,0.043039298678956284
k__Bacteria|p__Firmicutes|c__CFGB1258|o__OFGB1258|f__FGB1258|g__GGB3052|s__GGB3052_SGB4053|t__SGB4053,0,0.0,8,0.00030762216,0.0,9.879733e-06,0.004039298065500185
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lacticaseibacillus|s__Lacticaseibacillus_saniviri|t__SGB7147,0,0.0,8,-2.6766952e-07,0.0,-1.9383561e-10,0.019117235886990658
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Propioniciclava|s__Propioniciclava_flava|t__SGB35154,0,0.0,8,-3.2254335e-05,0.0,-1.5644315e-07,0.08019451422787949
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae,0,0.0,5,-5.527489e-05,0.0,-7.3576695e-07,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Serratia,0,0.0,6,-5.527489e-05,0.0,-7.3576695e-07,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactiplantibacillus,0,0.0,6,5.227273e-06,0.0,4.80909e-09,0.005354653356500094
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Serratia|s__Serratia_liquefaciens,0,0.0,7,-5.527489e-05,0.0,-7.3576695e-07,0.012004946337485833
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactiplantibacillus|s__Lactiplantibacillus_plantarum,0,0.0,7,5.227273e-06,0.0,4.80909e-09,0.016928454436031748
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_panis,0,0.0,7,-2.731871e-06,0.0,-5.2123377e-09,0.01195401547162156
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_frumenti,0,0.0,7,0.00039466307,0.0,1.507531e-05,0.0013071806127522567
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium|t__SGB7968,0,0.0,8,1.221591e-05,0.0,2.6264225e-08,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Companilactobacillus|s__Companilactobacillus_farciminis|t__SGB7240,0,0.0,8,1.2045455e-05,0.0,2.5536373e-08,0.010166380947597364
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Serratia|s__Serratia_liquefaciens|t__SGB10256,0,0.0,8,-5.527489e-05,0.0,-7.3576695e-07,0.017234054893769724
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactiplantibacillus|s__Lactiplantibacillus_plantarum|t__SGB7202,0,0.0,8,5.227273e-06,0.0,4.80909e-09,0.0035139598252620363
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_panis|t__SGB7094,0,0.0,8,-2.731871e-06,0.0,-5.2123377e-09,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_frumenti|t__SGB7099,0,0.0,8,0.00039466307,0.0,1.507531e-05,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_pasteuri,0,0.0,7,-8.150289e-06,0.0,-1.1491904e-08,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_pasteuri|t__SGB7855,0,0.0,8,-8.150289e-06,0.0,-1.1491904e-08,0.045853056668049286
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_maltophilia,0,0.0,7,8.181818e-06,0.0,1.17818155e-08,0.008471629503562061
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_maltophilia|t__SGB12450,0,0.0,8,8.181818e-06,0.0,1.17818155e-08,0.0020854615486265438
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__GGB10524,0,0.0,6,-7.803468e-05,0.0,-1.0534684e-06,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__GGB10524|s__GGB10524_SGB17048,0,0.0,7,-7.803468e-05,0.0,-1.0534684e-06,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_genitalium,0,0.0,7,-1.0867052e-05,0.0,-2.0430054e-08,0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelothrix|s__Erysipelothrix_rhusiopathiae,0,0.0,7,0.0006378997,0.0,7.267751e-05,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__GGB10524|s__GGB10524_SGB17048|t__SGB17048,0,0.0,8,-7.803468e-05,0.0,-1.0534684e-06,0.031042281551291406
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_genitalium|t__SGB17050,0,0.0,8,-1.0867052e-05,0.0,-2.0430054e-08,0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelothrix|s__Erysipelothrix_rhusiopathiae|t__SGB6741,0,0.0,8,0.0006378997,0.0,7.267751e-05,0.0020699962752814827
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_sp_BH_3_3_3,0,0.0,7,0.00027272728,0.0,1.3090908e-05,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_sp_BH_3_3_3|t__SGB16899,0,0.0,8,0.00027272728,0.0,1.3090908e-05,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium,0,0.0,6,0.0011076251,0.0,0.000116337076,0.009262154563450364
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_fragi,0,0.0,7,-6.404624e-05,0.0,-7.0963233e-07,0.007922632473464697
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_sp_ER1_6,0,0.0,7,-1.2658959e-05,0.0,-2.772312e-08,0.03411225126545481
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_fragi|t__SGB12106,0,0.0,8,-6.404624e-05,0.0,-7.0963233e-07,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_sp_ER1_6|t__SGB16803,0,0.0,8,-1.2658959e-05,0.0,-2.772312e-08,0.040874915488509966
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_sp_ANC_4805,0,0.0,7,0.0033163636,0.0,0.0019356947,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_albensis,0,0.0,7,0.00082152255,0.0,0.00012054593,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_sp_ANC_4805|t__SGB10368,0,0.0,8,0.0033163636,0.0,0.0019356947,0.012742370701237293
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_albensis|t__SGB10396,0,0.0,8,0.00082152255,0.0,0.00012054593,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_alkalitolerans,0,0.0,7,-5.815029e-05,0.0,-5.849919e-07,0.03580988739339608
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_alkalitolerans|t__SGB34174,0,0.0,8,-5.815029e-05,0.0,-5.849919e-07,0.03252946040236737
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified,0,0.0,6,-3.5528108e-05,0.0,-2.2525276e-07,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Leucobacter,0,0.0,6,9.034091e-06,0.0,1.4364202e-08,0.014917699147889874
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Mogibacterium,0,0.0,6,-5.860155e-05,0.0,-7.161152e-07,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium_CHKCI004,0,0.0,7,-3.5528108e-05,0.0,-2.2525276e-07,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Leucobacter|s__Leucobacter_sp_G161,0,0.0,7,9.034091e-06,0.0,1.4364202e-08,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_kristiansenii,0,0.0,7,-5.860155e-05,0.0,-7.161152e-07,0.03476992926174738
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium_CHKCI004|t__SGB4682,0,0.0,8,-3.5528108e-05,0.0,-2.2525276e-07,0.0022818029340794244
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Leucobacter|s__Leucobacter_sp_G161|t__SGB16932,0,0.0,8,9.034091e-06,0.0,1.4364202e-08,0.006192481558225049
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_kristiansenii|t__SGB3926_group,0,0.0,8,-5.860155e-05,0.0,-7.161152e-07,0.004791986581545782
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_fallax,0,0.0,7,4.713609e-06,0.0,4.1198582e-08,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_fallax|t__SGB6195,0,0.0,8,4.713609e-06,0.0,4.1198582e-08,0.022328041318426584
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Sanguibacteraceae,0,0.0,5,-0.00017369942,0.0,-5.219667e-06,0.006650142331072084
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermabacteraceae,0,0.0,5,-0.00016109826,0.0,-4.489808e-06,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Sanguibacteraceae|g__Sanguibacter,0,0.0,6,-0.00017369942,0.0,-5.219667e-06,0.041182426768547886
