feature,outlierCount,outlierCount%,level,statMeanDiff,statMedianDiff,statVarDiff,mi
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_arlettae|t__SGB7838,170,48.29545454545455,8,-0.001823308,-0.00087,-0.00015128328,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Anoxybacillus|s__Anoxybacillus_flavithermus|t__SGB8359,0,0.0,8,0.0009648609,0.0,0.00032602318,0.02496172334701896
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Planococcaceae_unclassified|s__Planococcaceae_bacterium_Storch_2_2_2|t__SGB82712,164,46.59090909090909,8,0.0029163454,0.0018449998,0.00025507237,0.008819542494741484
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Caldibacillus|s__Caldibacillus_thermoamylovorans|t__SGB7728,0,0.0,8,-0.00010439614,0.0,-1.931512e-06,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_malodoratus|t__SGB7932,160,45.45454545454545,8,-0.0036755335,-0.00021500001,-0.0004592397,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_oris|t__SGB7093,165,46.875,8,-0.008484863,-0.003645,-0.0019590058,0.027562352534113543
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Companilactobacillus|s__Companilactobacillus_farciminis|t__SGB7239,0,0.0,8,0.00089025404,0.0,2.4060515e-05,0.017499162778946697
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4571|s__GGB4571_SGB6317|t__SGB6317,0,0.0,8,0.00039029494,0.0,1.9267703e-05,0.0
k__Bacteria|p__Firmicutes|c__CFGB75721|o__OFGB75721|f__FGB75721|g__GGB9523|s__GGB9523_SGB14922|t__SGB14922,0,0.0,8,0.0004221924,0.0,7.1818213e-06,0.018288742508354217
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Floricoccus|s__Floricoccus_tropicus|t__SGB7994,0,0.0,8,0.0017823111,-0.00037,0.0009167285,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella|s__Weissella_paramesenteroides|t__SGB7118,0,0.0,8,-4.4922344e-05,0.0,-1.1998578e-05,0.025785352870294265
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Paucilactobacillus|s__Paucilactobacillus_oligofermentans|t__SGB7187,0,0.0,8,0.0010041688,0.0,3.7299673e-05,0.08696851863798738
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus|s__Ligilactobacillus_acidipiscis|t__SGB7059,0,0.0,8,-0.0005185341,0.0,4.3855907e-06,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB48069|s__GGB48069_SGB66065|t__SGB66065,150,42.61363636363637,8,0.0007675551,-0.0027199998,0.00014204916,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Vagococcus|s__Vagococcus_humatus|t__SGB29855,64,18.181818181818183,8,-0.0024084747,0.0014749989,-0.0006610844,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Vagococcus|s__Vagococcus_lutrae|t__SGB7921,0,0.0,8,0.00046176277,0.0,0.00031951308,0.015185955451412658
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Heyndrickxia|s__Heyndrickxia_sporothermodurans|t__SGB7733,0,0.0,8,7.918192e-05,0.0,3.9911497e-06,0.013295367529305713
k__Bacteria|p__Firmicutes|c__CFGB79326|o__OFGB79326|f__FGB79326|g__GGB43675|s__GGB43675_SGB61016|t__SGB61016,159,45.17045454545455,8,0.006018907,-0.0063,0.0005533935,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_stilesii|t__SGB7170,0,0.0,8,-0.0015981942,-0.00182,-5.30275e-05,0.004354710128763095
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus|s__Ligilactobacillus_saerimneri|t__SGB7085,0,0.0,8,-0.004217766,0.0,-0.0030884538,0.015401777515372084
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3446|s__GGB3446_SGB4597|t__SGB4597,0,0.0,8,0.0001937435,0.0,1.5283615e-05,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella|s__Weissella_confusa|t__SGB7115,0,0.0,8,0.0041442476,0.0,0.001662848,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_dongliensis|t__SGB49089,172,48.86363636363637,8,-0.000672834,-0.00171,-3.2021926e-05,0.017602235446488868
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Caldibacillus|s__Caldibacillus_pasinlerensis|t__SGB66483,0,0.0,8,0.0008777045,0.0,2.2942899e-05,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_durans|t__SGB7966,0,0.0,8,-0.00031880662,0.0,-8.5241685e-05,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_nuruki|t__SGB33716,0,0.0,8,-0.0012379913,0.0,-2.8378785e-05,0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter_sp_TJ11|t__SGB71037,0,0.0,8,0.00010529393,0.0,2.5659592e-06,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_gelidum|t__SGB96977,0,0.0,8,-0.001201286,0.0,-2.5160858e-05,0.03613223725900094
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_criceti|t__SGB17283,0,0.0,8,-0.005187438,0.0,-0.000599348,0.014155853248233097
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_smithii|t__SGB8339,0,0.0,8,0.0003099332,0.0,3.3378092e-06,0.011778760926739684
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_senegalense|t__SGB33709,0,0.0,8,-0.0018674,0.0,-0.00014688866,0.033671974367230906
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_colicanis|t__SGB6219,0,0.0,8,0.00082062907,0.0,1.0869522e-05,0.017667710404514203
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_An249|t__SGB7262,102,28.977272727272727,8,0.0029975958,-0.0019099992,0.0002220372,0.0027233305246039397
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Wansuia|s__Wansuia_hejianensis|t__SGB83055,0,0.0,8,0.00036923902,0.0,7.716004e-06,0.0944685083013006
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_fujiensis|t__SGB7986,0,0.0,8,0.00021587731,0.0,2.9014762e-05,0.041655172321775735
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Kurthia|s__Kurthia_gibsonii|t__SGB7515,0,0.0,8,-0.00010043639,0.0,2.077304e-06,0.056434900711819
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_fermentum|t__SGB7106,0,0.0,8,-0.006896762,0.0,-0.0005478271,0.007539137131241658
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB42690|s__GGB42690_SGB59894|t__SGB59894,132,37.5,8,-0.0008987114,-0.0013949992,-0.0007611583,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Jeotgalibaca|s__Jeotgalibaca_dankookensis|t__SGB7901,0,0.0,8,0.00018087658,0.0,4.6992805e-06,0.07277082036437998
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Aneurinibacillus|s__Aneurinibacillus_thermoaerophilus|t__SGB7316,0,0.0,8,0.00039606018,0.0,4.7105145e-06,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_pontis|t__SGB25003,0,0.0,8,-0.0037421808,0.0,-0.00022009027,0.008414715754165636
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena_contorta|t__SGB4624,0,0.0,8,-0.0029296065,0.0,-0.00014841682,0.008225224411379184
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_woesei|t__SGB715,0,0.0,8,0.0034748414,0.0,0.0018392265,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_equorum|t__SGB7843,0,0.0,8,-0.00031176762,0.0,-3.275426e-06,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella|s__Weissella_muntiaci|t__SGB80441,0,0.0,8,-0.00054856203,-0.00017,3.2007738e-05,0.0
k__Bacteria|p__Firmicutes|c__CFGB1677|o__OFGB1677|f__FGB1677|g__GGB4197|s__GGB4197_SGB5684|t__SGB5684,0,0.0,8,0.00038480596,0.0,4.9596265e-06,0.0054556030276504686
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_ingluviei|t__SGB7105,0,0.0,8,-0.004088062,0.0,-0.00045103888,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_condimenti|t__SGB7829,0,0.0,8,-0.001594442,0.0,-7.832551e-05,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB48078|s__GGB48078_SGB66074|t__SGB66074,0,0.0,8,0.00033808174,0.0,6.2106956e-06,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_urealyticum|t__SGB17041,0,0.0,8,-0.0019967216,0.0,-0.000100150304,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Vagococcus|s__Vagococcus_hydrophili|t__SGB82617,123,34.94318181818182,8,-0.0010774229,-0.0003200001,0.00034291274,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45537|s__GGB45537_SGB63217|t__SGB63217,0,0.0,8,-3.5216435e-05,0.0,9.252926e-08,0.028672046349858205
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_delbrueckii|t__SGB7020,0,0.0,8,7.836614e-06,0.0,-6.1071933e-06,0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_sp_An15|t__SGB6746,0,0.0,8,0.0002701648,0.0,2.7070673e-06,0.0115215205548862
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_cytotoxicus|t__SGB7680,0,0.0,8,0.0006297895,0.0,9.642031e-06,0.012783208564425275
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium_CHKCI001|t__SGB4506,0,0.0,8,0.00033359788,0.0,3.4496697e-06,0.004469988037737238
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Kurthia|s__Kurthia_zopfii|t__SGB25135,0,0.0,8,0.0014974241,0.0,0.00017164917,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Virgibacillus|s__Virgibacillus_sp_MSJ_26|t__SGB109800,0,0.0,8,0.00013614591,0.0,1.2145492e-06,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An118|t__SGB4623,0,0.0,8,-0.0031546876,0.0,-0.00022412464,0.0012618303883185078
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Rubneribacter|s__Rubneribacter_badeniensis|t__SGB14805,0,0.0,8,-0.004750525,0.0,-0.00047514963,0.015746847917749385
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_simulans|t__SGB7832,0,0.0,8,0.00034474686,0.0,3.3074415e-05,0.03920431494086607
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Siminovitchia|s__Siminovitchia_thermophila|t__SGB7645,0,0.0,8,8.5879845e-05,0.0,7.4317177e-07,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lysinibacillus|s__Lysinibacillus_sphaericus|t__SGB7489,0,0.0,8,-0.003272027,0.0,-0.0023314934,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_glycyrrhizinilyticus|t__SGB59855,0,0.0,8,3.859587e-05,0.0,-1.0574877e-07,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Levilactobacillus|s__Levilactobacillus_brevis|t__SGB7196,0,0.0,8,-0.0011789289,0.0,-2.8455663e-05,0.015023104930395936
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_amylolyticus|t__SGB7053,0,0.0,8,-0.0005920683,0.0,-6.3566986e-06,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_pentosaceus|t__SGB7169,0,0.0,8,0.0003120359,0.0,5.6530116e-06,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lapidilactobacillus|s__Lapidilactobacillus_dextrinicus|t__SGB7228,0,0.0,8,0.00016576913,0.0,5.5152286e-06,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Sellimonas|s__Sellimonas_caecigallum|t__SGB4618,0,0.0,8,0.0011271699,0.0,1.5755366e-05,0.03755274816204479
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Lactobacillus_timonensis|t__SGB29591,0,0.0,8,-0.0011297036,0.0,-2.6970825e-05,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_carnosum|t__SGB7129,0,0.0,8,-7.177575e-05,0.0,-3.4820077e-06,0.012225218321620934
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Atopostipes|s__Atopostipes_suicloacalis|t__SGB7885,0,0.0,8,0.00017318776,0.0,2.4649073e-06,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Thermoactinomyces|s__Thermoactinomyces_vulgaris|t__SGB8263,0,0.0,8,0.00056727795,0.0,6.05521e-05,0.002969887159159912
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Levilactobacillus|s__Levilactobacillus_huananensis|t__SGB29634,0,0.0,8,7.0194714e-05,0.0,6.993432e-06,0.06043532165350052
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2980|s__GGB2980_SGB3962|t__SGB3962,0,0.0,8,-0.0011412916,0.0,-4.4362896e-05,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_coleohominis|t__SGB7101,0,0.0,8,-0.00021702307,0.0,-3.2677635e-06,0.0099909798945228
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_mucosae|t__SGB7088_group,0,0.0,8,-0.0023451503,0.0,-0.00010545848,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_hermanniensis|t__SGB7934,0,0.0,8,-0.0008306112,0.0,-3.4420824e-05,0.013488496590629895
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Vagococcus|s__Vagococcus_fluvialis|t__SGB7919,0,0.0,8,-0.0008816663,0.0,-8.519366e-06,0.013705491470948239
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__GGB4813|s__GGB4813_SGB6659|t__SGB6659,0,0.0,8,0.00013009587,0.0,-1.9034815e-08,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_tepidum|t__SGB6222,0,0.0,8,0.00022702347,0.0,1.6930439e-06,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Paeniglutamicibacter|s__Paeniglutamicibacter_gangotriensis|t__SGB16743,0,0.0,8,-4.6000398e-05,0.0,-4.8541597e-07,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_cremoris|t__SGB7984,0,0.0,8,0.0078849,0.0,0.0051251343,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Paucilactobacillus|s__Paucilactobacillus_nenjiangensis|t__SGB49082,0,0.0,8,-0.00032089755,0.0,-4.6055493e-06,0.004028659525050493
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_ammoniagenes|t__SGB17126,0,0.0,8,-0.0009853235,0.0,-2.4521058e-05,0.014343829573470135
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_coleohominis|t__SGB7100,0,0.0,8,-0.0014519994,0.0,-4.6481666e-05,0.030063145699410265
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_SGB21046|t__SGB21046,0,0.0,8,3.0271942e-05,0.0,1.63115e-05,0.00647304308520491
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_lemanii|t__SGB64161,0,0.0,8,0.00014124159,0.0,4.275622e-06,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An138|t__SGB4774,0,0.0,8,-3.916644e-05,0.0,-3.609152e-07,0.017276354330956645
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3449|s__GGB3449_SGB4601|t__SGB4601,0,0.0,8,0.00041931123,0.0,2.4300949e-05,0.02266125633645566
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Aneurinibacillus|s__Aneurinibacillus_sp_XH2|t__SGB82384,0,0.0,8,0.0002737375,0.0,4.0027844e-06,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_badius|t__SGB7760,0,0.0,8,-1.0356685e-05,0.0,-8.490981e-07,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Glutamicibacter|s__Glutamicibacter_ardleyensis|t__SGB16746,0,0.0,8,-0.0010373627,0.0,-0.00019482584,0.03542490030901568
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_subtilis|t__SGB82812,0,0.0,8,0.003461024,0.0,0.0020298557,0.001613560002226233
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_SGB59850|t__SGB59850,0,0.0,8,0.00019182148,0.0,6.896673e-06,0.006501675706960697
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_citreum|t__SGB7122,0,0.0,8,0.00026068251,0.0,7.4782683e-06,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Oceanobacillus|s__Oceanobacillus_indicireducens|t__SGB82744,0,0.0,8,-3.0698247e-06,0.0,-2.1842254e-08,0.018543708809166004
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_cecorum|t__SGB66325,0,0.0,8,0.00013374956,0.0,2.0226245e-05,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Kroppenstedtia|s__Kroppenstedtia_eburnea|t__SGB8268,0,0.0,8,-0.0023636743,0.0,-0.0009933665,0.049984597592461544
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Heyndrickxia|s__Heyndrickxia_oleronia|t__SGB7732,0,0.0,8,6.9706046e-05,0.0,3.0246534e-07,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_cookii|t__SGB7404,0,0.0,8,-4.046932e-05,0.0,-5.590222e-07,0.0003994287021351628
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Secundilactobacillus|s__Secundilactobacillus_similis|t__SGB7212,0,0.0,8,-0.001035596,0.0,-2.0944946e-05,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_xylosus|t__SGB7846,0,0.0,8,-1.7635291e-05,0.0,1.3266636e-06,0.033447111678184704
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_endophytica|t__SGB98453,0,0.0,8,-0.00039209146,0.0,-2.1957923e-05,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gallolyticus|t__SGB8018,0,0.0,8,0.00046124146,0.0,1.5992024e-05,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Glutamicibacter|s__Glutamicibacter_creatinolyticus|t__SGB38077,0,0.0,8,-2.5850622e-06,0.0,-1.4490123e-08,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_minor|t__SGB29817,0,0.0,8,2.5468646e-05,0.0,6.743776e-07,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Jeotgalicoccus|s__Jeotgalicoccus_halotolerans|t__SGB24956,0,0.0,8,-1.764638e-06,0.0,-3.6796942e-07,0.014959283842219229
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Aneurinibacillus|s__Aneurinibacillus_aneurinilyticus|t__SGB7315,0,0.0,8,-5.9846294e-05,0.0,-5.3028907e-07,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Latilactobacillus|s__Latilactobacillus_sakei|t__SGB25032,0,0.0,8,-7.309625e-05,0.0,6.6957255e-06,0.036177607066273376
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_aquimarinus|t__SGB7976,0,0.0,8,0.00048527017,0.0,5.5998125e-06,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_ilealis|t__SGB24891,0,0.0,8,-0.00015317986,0.0,-1.5493539e-06,0.01622460957029559
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_Marseille_P3244|t__SGB29302,0,0.0,8,0.0002054703,0.0,1.2709118e-06,0.00871555542800384
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Neobacillus|s__Neobacillus_sedimentimangrovi|t__SGB7587,0,0.0,8,1.5863105e-05,0.0,-4.0965773e-09,0.014219414454532897
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Siminovitchia|s__Siminovitchia_fortis|t__SGB30224,0,0.0,8,4.0693976e-05,0.0,1.4717003e-07,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora_aerotolerans|t__SGB29371,0,0.0,8,-1.1660208e-05,0.0,-4.679333e-08,0.010954314758453654
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella|s__Weissella_minor|t__SGB7112,0,0.0,8,-2.4563866e-05,0.0,-1.8891797e-07,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_An11|t__SGB4681,0,0.0,8,0.0007682338,0.0,1.2720206e-05,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Vagococcus|s__Vagococcus_salmoninarum|t__SGB29863,0,0.0,8,0.0003631568,0.0,3.32189e-05,0.0
